texto,numero_contrato,processo_gdf,orgao_contratante,entidade_contratada,objeto_contrato,valor_contrato,unidade_orcamentaria,programa_trabalho,natureza_despesa,fonte_recurso,nota_empenho,data_assinatura_contrato,vigencia_contrato,cnpj_entidade_contratada,codigo_siggo,cnpj_orgao_contratante,nome_responsavel,texto_norm,processo_gdf_norm,valor_contrato_norm,fuzzy_matched,fuzzy_csv_text,fuzzy_score,fuzzy_id_ato,fuzzy_id_dodf,fuzzy_validation,fuzzy_csv_valor,numero_contrato_norm,objeto_contrato_norm,orgao_contratante_norm,entidade_contratada_norm,cnpj_entidade_contratada_norm,cnpj_orgao_contratante_norm,multi_anchor_matched,multi_anchor_score,multi_anchor_id_ato,multi_anchor_reason
"EXTRATO DO CONTRATO DE PRESTACAO DE SERVICOS No 03/2019
NOS TERMOS DO PADRAO CEB
PROCESSO: 00145-00000647/2019-23; DAS PARTES: ADMINISTRACAO REGIONAL DO
RECANTO DAS EMAS - RA-XV x CEB DISTRIBUICAO S.A - CEB; DO FUNDAMENTO
LEGAL: Inexigibilidade de Licitacao com base no caput do artigo 25 da Lei 8.666/1993; DO
OBJETO: Prestacao e utilizacao de servico publico de energia eletrica entre a distribuidora e o
consumidor, de acordo com o Projeto Basico que integra o presente termo. DO VALOR: O valor
anual estimado do contrato e de R$ 133.242,81 (cento e trinta e tres mil, duzentos e quarenta e dois
reais e oitenta e um centavos); DA DOTACAO ORCAMENTARIA: Unidade Orcamentaria: 09117;
Programa de Trabalho: 04.128.6001.8517.0055; Natureza da Despesa: 3.3.90.39; Fonte de Recursos:
100 e 120; Nota de Empenho no 2019NE00204, no valor inicial de R$ 9.993,20 (nove mil, novecentos
e noventa e tres reais e vinte centavos); DA VIGENCIA: O Contrato tera vigencia de 12 (doze) meses
a contar da data da assinatura, permitida a prorrogacao na forma da Lei vigente. DATA DE
ASSINATURA: 08 de outubro de 2019. SIGNATARIOS: Pela Administracao Regional do Recanto das
Emas - RA-XV, CARLOS DALVAN SOARES DE OLIVEIRA, na qualidade de Administrador
Regional, e pela contratada, SELMA BATISTA DO REGO LEAL, na qualidade de Gerente de
Grandes Clientes.",03/2019,00145-00000647/2019-23,"ADMINISTRACAO REGIONAL DO
RECANTO DAS EMAS - RA-XV",CEB DISTRIBUICAO S.A,"Prestacao e utilizacao de servico publico de energia eletrica entre a distribuidora e o
consumidor, de acordo com o Projeto Basico que integra o presente termo","133.242,81",09117,04.128.6001.8517.0055,3.3.90.39,120,2019NE00204,08 de outubro de 2019,"O Contrato tera vigencia de 12 (doze) meses
a contar da data da assinatura, permitida a prorrogacao na forma da Lei vigente",,,,,"extrato do contrato de prestacao de servicos no 03/2019 nos termos do padrao ceb processo: 00145-00000647/2019-23; das partes: administracao regional do recanto das emas - ra-xv x ceb distribuicao s.a - ceb; do fundamento legal: inexigibilidade de licitacao com base no caput do artigo 25 da lei 8.666/1993; do objeto: prestacao e utilizacao de servico publico de energia eletrica entre a distribuidora e o consumidor, de acordo com o projeto basico que integra o presente termo. do valor: o valor anual estimado do contrato e de r$ 133.242,81 (cento e trinta e tres mil, duzentos e quarenta e dois reais e oitenta e um centavos); da dotacao orcamentaria: unidade orcamentaria: 09117; programa de trabalho: 04.128.6001.8517.0055; natureza da despesa: 3.3.90.39; fonte de recursos: 100 e 120; nota de empenho no 2019ne00204, no valor inicial de r$ 9.993,20 (nove mil, novecentos e noventa e tres reais e vinte centavos); da vigencia: o contrato tera vigencia de 12 (doze) meses a contar da data da assinatura, permitida a prorrogacao na forma da lei vigente. data de assinatura: 08 de outubro de 2019. signatarios: pela administracao regional do recanto das emas - ra-xv, carlos dalvan soares de oliveira, na qualidade de administrador regional, e pela contratada, selma batista do rego leal, na qualidade de gerente de grandes clientes.",00145-00000647/2019-23,"133.242,81",True,"EXTRATO DO CONTRATO DE PRESTACAO DE SERVICOS No 03/2019
NOS TERMOS DO PADRAO CEB
PROCESSO: 00145-00000647/2019-23; DAS PARTES: ADMINISTRACAO REGIONAL DO
RECANTO DAS EMAS - RA-XV x CEB DISTRIBUICAO S.A - CEB; DO FUNDAMENTO
LEGAL: Inexigibilidade de Licitacao com base no caput do artigo 25 da Lei 8.666/1993; DO
OBJETO: Prestacao e utilizacao de servico publico de energia eletrica entre a distribuidora e o
consumidor, de acordo com o Projeto Basico que integra o presente termo. DO VALOR: O valor
anual estimado do contrato e de R$ 133.242,81 (cento e trinta e tres mil, duzentos e quarenta e dois
reais e oitenta e um centavos); DA DOTACAO ORCAMENTARIA: Unidade Orcamentaria: 09117;
Programa de Trabalho: 04.128.6001.8517.0055; Natureza da Despesa: 3.3.90.39; Fonte de Recursos:
100 e 120; Nota de Empenho no 2019NE00204, no valor inicial de R$ 9.993,20 (nove mil, novecentos
e noventa e tres reais e vinte centavos); DA VIGENCIA: O Contrato tera vigencia de 12 (doze) meses
a contar da data da assinatura, permitida a prorrogacao na forma da Lei vigente. DATA DE
ASSINATURA: 08 de outubro de 2019. SIGNATARIOS: Pela Administracao Regional do Recanto das
Emas - RA-XV, CARLOS DALVAN SOARES DE OLIVEIRA, na qualidade de Administrador
Regional, e pela contratada, SELMA BATISTA DO REGO LEAL, na qualidade de Gerente de
Grandes Clientes.",100.0,10_11.10.2019-R1,10_11.10.2019,validated:processo+valor,"133.242,81",03/2019,"prestacao e utilizacao de servico publico de energia eletrica entre a distribuidora e o consumidor, de acordo com o projeto basico que integra o presente termo",administracao regional do recanto das emas - ra-xv,ceb distribuicao s.a,nan,nan,True,100.0,10_11.10.2019-R1,match:numero_contrato
"EXTRATO DO CONTRATO No 17/2019
Extrato do Contrato no 17/2019, celebrado entre a Companhia de Planejamento do Distrito Federal -
CODEPLAN e a Empresa ELEBRASIL Elevadores LTDA. CNPJ n 02.633.335/0001-72. Processo no.
00121.0000.0393/2019-21. Objeto: Contratacao de empresa especializada na prestacao de servico de
manutencao preventiva e corretiva, com fornecimento e reposicao de pecas, nos elevadores social, servico
e privativo, instalados no edificio sede da CODEPLAN. Programa de Trabalho no: 04.122.6003.2396.0033,
Natureza de Despesa 33.9039, Fonte: 100, Nota de Empenho: 2019NE00469, Valor: R$ 10.000,00 (dez mil
reais), e Programa de Trabalho no: 04122600385170104, Natureza de Despesa 339039, Fonte 100, Nota de
Empenho: 2019NE00470, Valor: R$ 10.000,00 (dez mil reais). Data da Assinatura: 09/10/2019, Assinam
pela Contratante: JEANSLEY CHARLLES DE LIMA, Presidente e JULIANA DIAS GUERRA NELSON
FERREIRA CRUZ, Diretora Administrativa e Financeira - Pela contratada: FERNANDO JOSE
FONSECA NUNES, Diretor Tecnico.",17/2019,00121.0000.0393/2019-21,"Companhia de Planejamento do Distrito Federal -
CODEPLAN",ELEBRASIL Elevadores LTDA,"Contratacao de empresa especializada na prestacao de servico de
manutencao preventiva e corretiva, com fornecimento e reposicao de pecas, nos elevadores social, servico
e privativo, instalados no edificio sede da CODEPLAN","10.000,00",,04122600385170104,339039,100,2019NE00470,09/10/2019,,02.633.335/0001-72,,,,"extrato do contrato no 17/2019 extrato do contrato no 17/2019, celebrado entre a companhia de planejamento do distrito federal - codeplan e a empresa elebrasil elevadores ltda. cnpj n 02.633.335/0001-72. processo no. 00121.0000.0393/2019-21. objeto: contratacao de empresa especializada na prestacao de servico de manutencao preventiva e corretiva, com fornecimento e reposicao de pecas, nos elevadores social, servico e privativo, instalados no edificio sede da codeplan. programa de trabalho no: 04.122.6003.2396.0033, natureza de despesa 33.9039, fonte: 100, nota de empenho: 2019ne00469, valor: r$ 10.000,00 (dez mil reais), e programa de trabalho no: 04122600385170104, natureza de despesa 339039, fonte 100, nota de empenho: 2019ne00470, valor: r$ 10.000,00 (dez mil reais). data da assinatura: 09/10/2019, assinam pela contratante: jeansley charlles de lima, presidente e juliana dias guerra nelson ferreira cruz, diretora administrativa e financeira - pela contratada: fernando jose fonseca nunes, diretor tecnico.",00121.0000.0393/2019-21,"10.000,00",True,"EXTRATO DO CONTRATO No 17/2019
Extrato do Contrato no 17/2019, celebrado entre a Companhia de Planejamento do Distrito Federal -
CODEPLAN e a Empresa ELEBRASIL Elevadores LTDA. CNPJ n 02.633.335/0001-72. Processo no.
00121.0000.0393/2019-21. Objeto: Contratacao de empresa especializada na prestacao de servico de
manutencao preventiva e corretiva, com fornecimento e reposicao de pecas, nos elevadores social, servico
e privativo, instalados no edificio sede da CODEPLAN. Programa de Trabalho no: 04.122.6003.2396.0033,
Natureza de Despesa 33.9039, Fonte: 100, Nota de Empenho: 2019NE00469, Valor: R$ 10.000,00 (dez mil
reais), e Programa de Trabalho no: 04122600385170104, Natureza de Despesa 339039, Fonte 100, Nota de
Empenho: 2019NE00470, Valor: R$ 10.000,00 (dez mil reais). Data da Assinatura: 09/10/2019, Assinam
pela Contratante: JEANSLEY CHARLLES DE LIMA, Presidente e JULIANA DIAS GUERRA NELSON
FERREIRA CRUZ, Diretora Administrativa e Financeira - Pela contratada: FERNANDO JOSE
FONSECA NUNES, Diretor Tecnico.",100.0,10_11.10.2019-R10,10_11.10.2019,validated:processo+valor,"10.000,00",17/2019,"contratacao de empresa especializada na prestacao de servico de manutencao preventiva e corretiva, com fornecimento e reposicao de pecas, nos elevadores social, servico e privativo, instalados no edificio sede da codeplan",companhia de planejamento do distrito federal - codeplan,elebrasil elevadores ltda,02.633.335/0001-72,nan,True,100.0,10_11.10.2019-R10,match:numero_contrato
"EXTRATO DE CONTRATO
Contrato de prestacao de servicos no 002/2019. Objeto: a contratacao de Pessoa Juridica Especializada
para prestacao dos servicos continuado de limpeza e sanitizacao de 1.200 (um mil e duzentas) caixas
plasticas mensais CP 23 TAL, compreendendo fornecimento total de insumos e mao de obra, mediante
""menor preco por lote"" para a Ceasa/DF. Processo n 00071-00001158/2018-55. Partes CEASA/DF e
EMPRESA DEPOSITO DE CAIXAS DE BRASILIA LTDA, (CNPJ: 05.411.801/0001-63). Data de
Assinatura: 19/09/2019. Prazo de vigencia: O prazo de vigencia do contrato sera de 12 (doze) meses,
contados a partir da assinatura. Valor: R$ 9.072,00 (nove mil e senta e dois reais). Assinaturas: pela
CEASA/DF: Wilder da Silva Santos (Presidente); pela contratada: Marluce de Cerqueira Vilela
(Representante Legal).",002/2019,00071-00001158/2018-55,CEASA/DF,EMPRESA DEPOSITO DE CAIXAS DE BRASILIA LTDA,"a contratacao de Pessoa Juridica Especializada
para prestacao dos servicos continuado de limpeza e sanitizacao de 1.200 (um mil e duzentas) caixas
plasticas mensais CP 23 TAL, compreendendo fornecimento total de insumos e mao de obra, mediante
""menor preco por lote"" para a Ceasa/DF","9.072,00",,,,,,19/09/2019,"12 (doze) meses,
contados a partir da assinatura",05.411.801/0001-63,,,,"extrato de contrato contrato de prestacao de servicos no 002/2019. objeto: a contratacao de pessoa juridica especializada para prestacao dos servicos continuado de limpeza e sanitizacao de 1.200 (um mil e duzentas) caixas plasticas mensais cp 23 tal, compreendendo fornecimento total de insumos e mao de obra, mediante ""menor preco por lote"" para a ceasa/df. processo n 00071-00001158/2018-55. partes ceasa/df e empresa deposito de caixas de brasilia ltda, (cnpj: 05.411.801/0001-63). data de assinatura: 19/09/2019. prazo de vigencia: o prazo de vigencia do contrato sera de 12 (doze) meses, contados a partir da assinatura. valor: r$ 9.072,00 (nove mil e senta e dois reais). assinaturas: pela ceasa/df: wilder da silva santos (presidente); pela contratada: marluce de cerqueira vilela (representante legal).",00071-00001158/2018-55,"9.072,00",True,"EXTRATO DE CONTRATO
Contrato de prestacao de servicos no 002/2019. Objeto: a contratacao de Pessoa Juridica Especializada
para prestacao dos servicos continuado de limpeza e sanitizacao de 1.200 (um mil e duzentas) caixas
plasticas mensais CP 23 TAL, compreendendo fornecimento total de insumos e mao de obra, mediante
""menor preco por lote"" para a Ceasa/DF. Processo n 00071-00001158/2018-55. Partes CEASA/DF e
EMPRESA DEPOSITO DE CAIXAS DE BRASILIA LTDA, (CNPJ: 05.411.801/0001-63). Data de
Assinatura: 19/09/2019. Prazo de vigencia: O prazo de vigencia do contrato sera de 12 (doze) meses,
contados a partir da assinatura. Valor: R$ 9.072,00 (nove mil e senta e dois reais). Assinaturas: pela
CEASA/DF: Wilder da Silva Santos (Presidente); pela contratada: Marluce de Cerqueira Vilela
(Representante Legal).",100.0,10_11.10.2019-R11,10_11.10.2019,validated:processo+valor,"9.072,00",002/2019,"a contratacao de pessoa juridica especializada para prestacao dos servicos continuado de limpeza e sanitizacao de 1.200 (um mil e duzentas) caixas plasticas mensais cp 23 tal, compreendendo fornecimento total de insumos e mao de obra, mediante ""menor preco por lote"" para a ceasa/df",ceasa/df,empresa deposito de caixas de brasilia ltda,05.411.801/0001-63,nan,True,100.0,10_11.10.2019-R11,match:numero_contrato
"EXTRATO DO CONTRATO N 57/2019
Processo: 00054-00018200/2019-48. Partes: DF/PMDF X SMART PROJETOS LTDA-ME. OBJETO:
Prestacao de Servicos Tecnicos Profissionais Especializados visando a ELABORACAO DE
PROJETOS e ESTUDOS TECNICOS com modelagem em software de tecnologia BIM (building
information modeling), destinados a obra de construcao do Centro de Assistencia Social (CASO) da
PMDF. VALOR: R$ 200.500,00 (duzentos mil e quinhentos reais), procedentes do Orcamento do
Distrito Federal para o corrente exercicio. NOTA DE EMPENHO: 2019NE000719, de 26/09/2019.
FONTE DE RECURSO: 0100000000. UG/UO: 170393/00001. PROGRAMA DE TRABALHO:
28845090300NR0053. NATUREZA DA DESPESA: 44.90.51. BASE LEGAL: Edital De Pregao
Eletronico n. 24/2019-PMDF. ASSINATURA: 03/10/2019. VIGENCIA: 12 (doze) meses a contar da
data de sua assinatura. SIGNATARIOS: Pelo DISTRITO FEDERAL: STEFANO ENES LOBAO,
Chefe do Departamento de Logistica e Financas. Pela Contratada: THIAGO PEREIRA GONCALVES,
na qualidade de Socio administrador.",57/2019,00054-00018200/2019-48,DF/PMDF,SMART PROJETOS LTDA-ME,"Prestacao de Servicos Tecnicos Profissionais Especializados visando a ELABORACAO DE
PROJETOS e ESTUDOS TECNICOS com modelagem em software de tecnologia BIM (building
information modeling), destinados a obra de construcao do Centro de Assistencia Social (CASO) da
PMDF.","200.500,00",170393/00001,28845090300NR0053,44.90.51,0100000000,2019NE000719,03/10/2019,"12 (doze) meses a contar da
data de sua assinatura",,,,,"extrato do contrato n 57/2019 processo: 00054-00018200/2019-48. partes: df/pmdf x smart projetos ltda-me. objeto: prestacao de servicos tecnicos profissionais especializados visando a elaboracao de projetos e estudos tecnicos com modelagem em software de tecnologia bim (building information modeling), destinados a obra de construcao do centro de assistencia social (caso) da pmdf. valor: r$ 200.500,00 (duzentos mil e quinhentos reais), procedentes do orcamento do distrito federal para o corrente exercicio. nota de empenho: 2019ne000719, de 26/09/2019. fonte de recurso: 0100000000. ug/uo: 170393/00001. programa de trabalho: 28845090300nr0053. natureza da despesa: 44.90.51. base legal: edital de pregao eletronico n. 24/2019-pmdf. assinatura: 03/10/2019. vigencia: 12 (doze) meses a contar da data de sua assinatura. signatarios: pelo distrito federal: stefano enes lobao, chefe do departamento de logistica e financas. pela contratada: thiago pereira goncalves, na qualidade de socio administrador.",00054-00018200/2019-48,"200.500,00",True,"EXTRATO DO CONTRATO N 57/2019
Processo: 00054-00018200/2019-48. Partes: DF/PMDF X SMART PROJETOS LTDA-ME. OBJETO:
Prestacao de Servicos Tecnicos Profissionais Especializados visando a ELABORACAO DE
PROJETOS e ESTUDOS TECNICOS com modelagem em software de tecnologia BIM (building
information modeling), destinados a obra de construcao do Centro de Assistencia Social (CASO) da
PMDF. VALOR: R$ 200.500,00 (duzentos mil e quinhentos reais), procedentes do Orcamento do
Distrito Federal para o corrente exercicio. NOTA DE EMPENHO: 2019NE000719, de 26/09/2019.
FONTE DE RECURSO: 0100000000. UG/UO: 170393/00001. PROGRAMA DE TRABALHO:
28845090300NR0053. NATUREZA DA DESPESA: 44.90.51. BASE LEGAL: Edital De Pregao
Eletronico n. 24/2019-PMDF. ASSINATURA: 03/10/2019. VIGENCIA: 12 (doze) meses a contar da
data de sua assinatura. SIGNATARIOS: Pelo DISTRITO FEDERAL: STEFANO ENES LOBAO,
Chefe do Departamento de Logistica e Financas. Pela Contratada: THIAGO PEREIRA GONCALVES,
na qualidade de Socio administrador.",100.0,10_11.10.2019-R14,10_11.10.2019,validated:processo+valor,"200.500,00",57/2019,"prestacao de servicos tecnicos profissionais especializados visando a elaboracao de projetos e estudos tecnicos com modelagem em software de tecnologia bim (building information modeling), destinados a obra de construcao do centro de assistencia social (caso) da pmdf.",df/pmdf,smart projetos ltda-me,nan,nan,True,100.0,10_11.10.2019-R14,match:numero_contrato
"EXTRATO DO CONTRATO DE PRESTACAO DE SERVICOS N 12/2019
Processo: 00400-00020718/2019-55. PARTES: Secretaria de Estado de Justica e Cidadania x
CONTCORTE SERVICOS GRAFICOS E IMPRESSAO DIGITAL EIRELI-ME. OBJETO: Contratacao
de empresa especializada em servicos graficos, para execucao de servicos especializadas na prestacao
de servicos graficos (producao grafica, impressao e acabamento) por demanda, para suprir as
necessidades da Secretaria de Estado de Justica e Cidadania do Distrito Federal - SEJUS/DF. VALOR:
O valor total do Contrato e de R$ 494.959,00 (quatrocentos e noventa e quatro mil novecentos e
cinquenta e nove reais), conforme Nota de Empenho n 2019NE00726, emitida em 03/10/2019, sob
o evento n 400091, na modalidade global. DOTACAO ORCAMENTARIA: A despesa correra a conta
das seguintes Dotacoes Orcamentarias: a) I - Unidade Orcamentaria: 44101; II - Programa de
Trabalho: 14.122.6002.8517.7250; III - Natureza da Despesa: 339039; IV - Fonte de Recursos:
100000000. DA VIGENCIA: O contrato tera vigencia de 12 (doze) meses. DATA DE A S S I N AT U R A :
03/10/2019. SIGNATARIOS: Pelo DISTRITO FEDERAL: MAURICIO ANTONIO DO AMARAL
CARVALHO, na qualidade de Secretario Executivo de Estado de Justica e Cidadania do Distrito
Federal. Pela CONTRATADA: LUIS FERNANDO DA SILVA VIEIRA, na qualidade de Socio
A d m i n i s t r a d o r.",12/2019,00400-00020718/2019-55,Secretaria de Estado de Justica e Cidadania,CONTCORTE SERVICOS GRAFICOS E IMPRESSAO DIGITAL EIRELI-ME,"Contratacao
de empresa especializada em servicos graficos, para execucao de servicos especializadas na prestacao
de servicos graficos (producao grafica, impressao e acabamento) por demanda, para suprir as
necessidades da Secretaria de Estado de Justica e Cidadania do Distrito Federal - SEJUS/DF.","494.959,00",44101,14.122.6002.8517.7250,339039,100000000,2019NE00726,03/10/2019,O contrato tera vigencia de 12 (doze) meses,,,,,"extrato do contrato de prestacao de servicos n 12/2019 processo: 00400-00020718/2019-55. partes: secretaria de estado de justica e cidadania x contcorte servicos graficos e impressao digital eireli-me. objeto: contratacao de empresa especializada em servicos graficos, para execucao de servicos especializadas na prestacao de servicos graficos (producao grafica, impressao e acabamento) por demanda, para suprir as necessidades da secretaria de estado de justica e cidadania do distrito federal - sejus/df. valor: o valor total do contrato e de r$ 494.959,00 (quatrocentos e noventa e quatro mil novecentos e cinquenta e nove reais), conforme nota de empenho n 2019ne00726, emitida em 03/10/2019, sob o evento n 400091, na modalidade global. dotacao orcamentaria: a despesa correra a conta das seguintes dotacoes orcamentarias: a) i - unidade orcamentaria: 44101; ii - programa de trabalho: 14.122.6002.8517.7250; iii - natureza da despesa: 339039; iv - fonte de recursos: 100000000. da vigencia: o contrato tera vigencia de 12 (doze) meses. data de a s s i n at u r a : 03/10/2019. signatarios: pelo distrito federal: mauricio antonio do amaral carvalho, na qualidade de secretario executivo de estado de justica e cidadania do distrito federal. pela contratada: luis fernando da silva vieira, na qualidade de socio a d m i n i s t r a d o r.",00400-00020718/2019-55,"494.959,00",True,"EXTRATO DO CONTRATO DE PRESTACAO DE SERVICOS N 12/2019
Processo: 00400-00020718/2019-55. PARTES: Secretaria de Estado de Justica e Cidadania x
CONTCORTE SERVICOS GRAFICOS E IMPRESSAO DIGITAL EIRELI-ME. OBJETO: Contratacao
de empresa especializada em servicos graficos, para execucao de servicos especializadas na prestacao
de servicos graficos (producao grafica, impressao e acabamento) por demanda, para suprir as
necessidades da Secretaria de Estado de Justica e Cidadania do Distrito Federal - SEJUS/DF. VALOR:
O valor total do Contrato e de R$ 494.959,00 (quatrocentos e noventa e quatro mil novecentos e
cinquenta e nove reais), conforme Nota de Empenho n 2019NE00726, emitida em 03/10/2019, sob
o evento n 400091, na modalidade global. DOTACAO ORCAMENTARIA: A despesa correra a conta
das seguintes Dotacoes Orcamentarias: a) I - Unidade Orcamentaria: 44101; II - Programa de
Trabalho: 14.122.6002.8517.7250; III - Natureza da Despesa: 339039; IV - Fonte de Recursos:
100000000. DA VIGENCIA: O contrato tera vigencia de 12 (doze) meses. DATA DE A S S I N AT U R A :
03/10/2019. SIGNATARIOS: Pelo DISTRITO FEDERAL: MAURICIO ANTONIO DO AMARAL
CARVALHO, na qualidade de Secretario Executivo de Estado de Justica e Cidadania do Distrito
Federal. Pela CONTRATADA: LUIS FERNANDO DA SILVA VIEIRA, na qualidade de Socio
A d m i n i s t r a d o r.",100.0,10_11.10.2019-R15,10_11.10.2019,validated:processo+valor,"494.959,00",12/2019,"contratacao de empresa especializada em servicos graficos, para execucao de servicos especializadas na prestacao de servicos graficos (producao grafica, impressao e acabamento) por demanda, para suprir as necessidades da secretaria de estado de justica e cidadania do distrito federal - sejus/df.",secretaria de estado de justica e cidadania,contcorte servicos graficos e impressao digital eireli-me,nan,nan,True,100.0,10_11.10.2019-R15,match:numero_contrato
"EXTRATO DO CONTRATO DE PRESTACAO DE SERVICOS N 32/2019
Processo: 00220-00003406/2019-03 - DAS PARTES: DISTRITO FEDERAL/SECRETARIA DE ESTADO
DE ESPORTE E LAZER DO DISTRITO FEDERAL X LEG ASSESSORIA ESPORTIVA EIRELI. DO
OBJETO: a prestacao de servicos tecnicos, conforme descritos no Grupo 11, itens 76, 78, 79, 80, 81, 82,
bem como seguro individual contra acidentes pessoais dos participantes devidamente inscritos, conforme
descricao do Grupo 15, item 90, a fim de atender as demandas da Corrida de Reis - Etapa Regional Riacho
Fundo I. VALOR DO CONTRATO: R$6.305,00 (seis mil, trezentos e cinco reais), procedentes do
Orcamento do Distrito Federal para o corrente exercicio, nos termos da correspondente Lei Orcamentaria
Anual. DA DOTACAO ORCAMENTARIA: Unidade Orcamentaria: 340101, Nota de Empenho: n
2019NE00698, emitida em 08/10/2019, sob o Evento n 400091, na modalidade Ordinario, sob o Programa
de Trabalho 27812620636785876. Fonte de Recurso 100. Natureza da Despesa: 339039. VIGENCIA:
09/10/2019 a 08/10/2020. SIGNATARIOS: Pelo DISTRITO FEDERAL: Leandro Cruz Froes da Silva, na
qualidade de Secretario de Estado. Pela CONTRATADA: FABIO HENRIQUE AVELAR FABRINO, na
qualidade de Proprietario.",32/2019,00220-00003406/2019-03,"DISTRITO FEDERAL/SECRETARIA DE ESTADO
DE ESPORTE E LAZER DO DISTRITO FEDERAL",LEG ASSESSORIA ESPORTIVA EIRELI,"a prestacao de servicos tecnicos, conforme descritos no Grupo 11, itens 76, 78, 79, 80, 81, 82,
bem como seguro individual contra acidentes pessoais dos participantes devidamente inscritos, conforme
descricao do Grupo 15, item 90, a fim de atender as demandas da Corrida de Reis - Etapa Regional Riacho
Fundo I.","6.305,00",340101,27812620636785876,339039,100,2019NE00698,,09/10/2019 a 08/10/2020,,,,,"extrato do contrato de prestacao de servicos n 32/2019 processo: 00220-00003406/2019-03 - das partes: distrito federal/secretaria de estado de esporte e lazer do distrito federal x leg assessoria esportiva eireli. do objeto: a prestacao de servicos tecnicos, conforme descritos no grupo 11, itens 76, 78, 79, 80, 81, 82, bem como seguro individual contra acidentes pessoais dos participantes devidamente inscritos, conforme descricao do grupo 15, item 90, a fim de atender as demandas da corrida de reis - etapa regional riacho fundo i. valor do contrato: r$6.305,00 (seis mil, trezentos e cinco reais), procedentes do orcamento do distrito federal para o corrente exercicio, nos termos da correspondente lei orcamentaria anual. da dotacao orcamentaria: unidade orcamentaria: 340101, nota de empenho: n 2019ne00698, emitida em 08/10/2019, sob o evento n 400091, na modalidade ordinario, sob o programa de trabalho 27812620636785876. fonte de recurso 100. natureza da despesa: 339039. vigencia: 09/10/2019 a 08/10/2020. signatarios: pelo distrito federal: leandro cruz froes da silva, na qualidade de secretario de estado. pela contratada: fabio henrique avelar fabrino, na qualidade de proprietario.",00220-00003406/2019-03,"6.305,00",True,"EXTRATO DO CONTRATO DE PRESTACAO DE SERVICOS N 32/2019
Processo: 00220-00003406/2019-03 - DAS PARTES: DISTRITO FEDERAL/SECRETARIA DE ESTADO
DE ESPORTE E LAZER DO DISTRITO FEDERAL X LEG ASSESSORIA ESPORTIVA EIRELI. DO
OBJETO: a prestacao de servicos tecnicos, conforme descritos no Grupo 11, itens 76, 78, 79, 80, 81, 82,
bem como seguro individual contra acidentes pessoais dos participantes devidamente inscritos, conforme
descricao do Grupo 15, item 90, a fim de atender as demandas da Corrida de Reis - Etapa Regional Riacho
Fundo I. VALOR DO CONTRATO: R$6.305,00 (seis mil, trezentos e cinco reais), procedentes do
Orcamento do Distrito Federal para o corrente exercicio, nos termos da correspondente Lei Orcamentaria
Anual. DA DOTACAO ORCAMENTARIA: Unidade Orcamentaria: 340101, Nota de Empenho: n
2019NE00698, emitida em 08/10/2019, sob o Evento n 400091, na modalidade Ordinario, sob o Programa
de Trabalho 27812620636785876. Fonte de Recurso 100. Natureza da Despesa: 339039. VIGENCIA:
09/10/2019 a 08/10/2020. SIGNATARIOS: Pelo DISTRITO FEDERAL: Leandro Cruz Froes da Silva, na
qualidade de Secretario de Estado. Pela CONTRATADA: FABIO HENRIQUE AVELAR FABRINO, na
qualidade de Proprietario.",100.0,10_11.10.2019-R16,10_11.10.2019,validated:processo+valor,"6.305,00",32/2019,"a prestacao de servicos tecnicos, conforme descritos no grupo 11, itens 76, 78, 79, 80, 81, 82, bem como seguro individual contra acidentes pessoais dos participantes devidamente inscritos, conforme descricao do grupo 15, item 90, a fim de atender as demandas da corrida de reis - etapa regional riacho fundo i.",distrito federal/secretaria de estado de esporte e lazer do distrito federal,leg assessoria esportiva eireli,nan,nan,True,100.0,10_11.10.2019-R16,match:numero_contrato
