id_ato_linkado,pdf,status_validacao,motivo_falha
15_28.11.2019-R28,DODF 226 28-11-2019 INTEGRA.pdf,invalidado,Valor (1303500) E Processo (0006300000513201931) não encontrados no PDF
15_28.11.2019-R29,DODF 226 28-11-2019 INTEGRA.pdf,invalidado,Valor (2145472) E Processo (0011300027125201937) não encontrados no PDF
15_28.11.2019-R30,DODF 226 28-11-2019 INTEGRA.pdf,invalidado,Valor (144279889) E Processo (0005500053773201990) não encontrados no PDF
15_28.11.2019-R31,DODF 226 28-11-2019 INTEGRA.pdf,invalidado,Valor (471839090) E Processo (0005500068050201995) não encontrados no PDF
15_28.11.2019-R34,DODF 226 28-11-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
15_28.11.2019-R35,DODF 226 28-11-2019 INTEGRA.pdf,invalidado,Valor (17284656) E Processo (00940010142015) não encontrados no PDF
15_28.11.2019-R36,DODF 226 28-11-2019 INTEGRA.pdf,invalidado,Valor (5510000) E Processo (0043100000327201801) não encontrados no PDF
15_28.11.2019-R37,DODF 226 28-11-2019 INTEGRA.pdf,invalidado,Valor (3090600) E Processo (0040100015421201940) não encontrados no PDF
16_29.11.2019-R25,DODF 227 29-11-2019 INTEGRA.pdf,invalidado,Valor (307366824) E Processo (0004000022212201917) não encontrados no PDF
16_29.11.2019-R26,DODF 227 29-11-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
16_29.11.2019-R27,DODF 227 29-11-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
16_29.11.2019-R28,DODF 227 29-11-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
16_29.11.2019-R29,DODF 227 29-11-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
16_29.11.2019-R30,DODF 227 29-11-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
16_29.11.2019-R31,DODF 102 31-05-2019 INTEGRA.pdf,invalidado,Valor (32500000) E Processo (0011100010410201894) não encontrados no PDF
16_29.11.2019-R34,DODF 227 29-11-2019 INTEGRA.pdf,invalidado,Valor (17400000) E Processo (0007200001708201999) não encontrados no PDF
16_29.11.2019-R35,DODF 227 29-11-2019 INTEGRA.pdf,invalidado,Valor (51987500) E Processo (0007200001149201917) não encontrados no PDF
16_29.11.2019-R36,DODF 227 29-11-2019 INTEGRA.pdf,invalidado,Valor (41344400) E Processo (0007200001708201999) não encontrados no PDF
16_29.11.2019-R37,DODF 227 29-11-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
16_29.11.2019-R38,DODF 227 29-11-2019 INTEGRA.pdf,invalidado,Valor (31484299) E Processo (0005000053817201912) não encontrados no PDF
16_29.11.2019-R39,DODF 227 29-11-2019 INTEGRA.pdf,invalidado,Valor (9780000) E Processo (0005400079783201983) não encontrados no PDF
16_29.11.2019-R40,DODF 227 29-11-2019 INTEGRA.pdf,invalidado,Valor (1500000) E Processo (0005400101496201967) não encontrados no PDF
16_29.11.2019-R44,DODF 227 29-11-2019 INTEGRA.pdf,invalidado,Valor (25638) E Processo (04290013592015) não encontrados no PDF
16_29.11.2019-R45,DODF 227 29-11-2019 INTEGRA.pdf,invalidado,Valor (28160000) E Processo (0019700000863201936) não encontrados no PDF
18_6.12.2018-R15,DODF 231 06-12-2018 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
18_6.12.2018-R16,DODF 231 06-12-2018 INTEGRA.pdf,invalidado,Valor (3209) E Processo (04290004122017) não encontrados no PDF
19_12.12.2019-R13,DODF 236 12-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
19_12.12.2019-R14,DODF 236 12-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
19_12.12.2019-R15,DODF 236 12-12-2019 INTEGRA.pdf,invalidado,Valor (11344600) E Processo (0039000009002201918) não encontrados no PDF
19_12.12.2019-R16,DODF 236 12-12-2019 INTEGRA.pdf,invalidado,Valor (21097247) E Processo (0039000009210201917) não encontrados no PDF
19_12.12.2019-R17,DODF 236 12-12-2019 INTEGRA.pdf,invalidado,Valor (20675320) E Processo (0039000009311201998) não encontrados no PDF
19_12.12.2019-R18,DODF 236 12-12-2019 INTEGRA.pdf,invalidado,Valor (2019500) E Processo (0039200003999201946) não encontrados no PDF
19_12.12.2019-R19,DODF 236 12-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
1_31.5.2019-R1,DODF 195 11-10-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
1_31.5.2019-R10,DODF 102 31-05-2019 INTEGRA.pdf,invalidado,Valor (616900) E Processo (0040100005792201913) não encontrados no PDF
1_31.5.2019-R2,DODF 102 31-05-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
1_31.5.2019-R29,DODF 102 31-05-2019 INTEGRA.pdf,invalidado,Valor (195934809) E Processo (0011300032095201808) não encontrados no PDF
1_31.5.2019-R4,DODF 102 31-05-2019 INTEGRA.pdf,invalidado,Valor (17950000) E Processo (0007000004138201945) não encontrados no PDF
1_31.5.2019-R5,DODF 102 31-05-2019 INTEGRA.pdf,invalidado,Valor (2100000) E Processo (0007000004141201969) não encontrados no PDF
1_31.5.2019-R6,DODF 102 31-05-2019 INTEGRA.pdf,invalidado,Valor (18309999) E Processo (0005400081823201876) não encontrados no PDF
1_31.5.2019-R7,DODF 102 31-05-2019 INTEGRA.pdf,invalidado,Valor (7500000) E Processo (0039200010253201816) não encontrados no PDF
1_31.5.2019-R8,DODF 102 31-05-2019 INTEGRA.pdf,invalidado,Valor (6889227) E Processo (22000001674201982) não encontrados no PDF
1_31.5.2019-R9,DODF 102 31-05-2019 INTEGRA.pdf,invalidado,Valor (76229775) E Processo (22000001674201982) não encontrados no PDF
1_9.2.2018.1-R1,DODF 029 09-02-2018 INTEGRA.pdf,invalidado,Valor (204499788) E Processo (0010009472017) não encontrados no PDF
1_9.2.2018.1-R3,DODF 029 09-02-2018 INTEGRA.pdf,invalidado,Valor (10080000) E Processo (1600012581999) não encontrados no PDF
1_9.2.2018.1-R4,DODF 029 09-02-2018 INTEGRA.pdf,invalidado,Valor (199999632) E Processo (0011100010841201770) não encontrados no PDF
1_9.2.2018.1-R5,DODF 029 09-02-2018 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
211_193.9.10.2019-R17,DODF 193 09-10-2019 INTEGRA.pdf,invalidado,Valor (7499388) E Processo (3920000832017) não encontrados no PDF
214_109.11.6.2019-R43,DODF 109 11-06-2019 INTEGRA.pdf,invalidado,Valor (957390) E Processo (0000200001566201911) não encontrados no PDF
214_109.11.6.2019-R44,DODF 109 11-06-2019 INTEGRA.pdf,invalidado,Valor (789734423) E Processo (0004000015296201932) não encontrados no PDF
214_109.11.6.2019-R45,DODF 109 11-06-2019 INTEGRA.pdf,invalidado,Valor (351096112) E Processo (0004000015293201907) não encontrados no PDF
214_109.11.6.2019-R46,DODF 109 11-06-2019 INTEGRA.pdf,invalidado,Valor (413973374) E Processo (0004000013530201997) não encontrados no PDF
214_109.11.6.2019-R47,DODF 109 11-06-2019 INTEGRA.pdf,invalidado,Valor (485173572) E Processo (0004000014962201915) não encontrados no PDF
214_109.11.6.2019-R49,DODF 109 11-06-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
214_109.11.6.2019-R51,DODF 109 11-06-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
214_109.11.6.2019-R52,DODF 109 11-06-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
214_109.11.6.2019-R53,DODF 109 11-06-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
214_109.11.6.2019-R54,DODF 109 11-06-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
214_109.11.6.2019-R55,DODF 109 11-06-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
21_16.12.2019.1-R21,DODF 238 16-12-2019 INTEGRA.pdf,invalidado,Valor (7000000) E Processo (0007000015399201818) não encontrados no PDF
21_16.12.2019.1-R22,DODF 238 16-12-2019 INTEGRA.pdf,invalidado,Valor (2607500) E Processo (0007000015399201818) não encontrados no PDF
21_16.12.2019.1-R23,DODF 238 16-12-2019 INTEGRA.pdf,invalidado,Valor (168960500) E Processo (05200002764201915) não encontrados no PDF
21_16.12.2019.1-R24,DODF 238 16-12-2019 INTEGRA.pdf,invalidado,Valor (113899500) E Processo (0520001962018) não encontrados no PDF
21_16.12.2019.1-R25,DODF 238 16-12-2019 INTEGRA.pdf,invalidado,Valor (215899500) E Processo (05200011677201959) não encontrados no PDF
21_16.12.2019.1-R26,DODF 238 16-12-2019 INTEGRA.pdf,invalidado,Valor (418744062) E Processo (05200018779201903) não encontrados no PDF
21_16.12.2019.1-R27,DODF 238 16-12-2019 INTEGRA.pdf,invalidado,Valor (60900000) E Processo (05200013335201892) não encontrados no PDF
21_16.12.2019.1-R28,DODF 238 16-12-2019 INTEGRA.pdf,invalidado,Valor (41299700) E Processo (05200003292201918) não encontrados no PDF
21_16.12.2019.1-R29,DODF 238 16-12-2019 INTEGRA.pdf,invalidado,Valor (267444407) E Processo (0009400005033201926) não encontrados no PDF
22_20.12.2019.1-R23,DODF 242 20-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
22_20.12.2019.1-R25,DODF 242 20-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
22_20.12.2019.1-R26,DODF 242 20-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
22_20.12.2019.1-R27,DODF 242 20-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
22_20.12.2019.1-R28,DODF 242 20-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
22_20.12.2019.1-R29,DODF 242 20-12-2019 INTEGRA.pdf,invalidado,Valor (52004250) E Processo (0007200002645201998) não encontrados no PDF
22_20.12.2019.1-R30,DODF 242 20-12-2019 INTEGRA.pdf,invalidado,Valor (51150000) E Processo (0005400089692201956) não encontrados no PDF
22_20.12.2019.1-R31,DODF 242 20-12-2019 INTEGRA.pdf,invalidado,"Valor OK (3396), mas N° Processo (0039000000619201897) não encontrado"
22_20.12.2019.1-R32,DODF 242 20-12-2019 INTEGRA.pdf,invalidado,"Valor OK (2840), mas N° Processo (0039000012103201712) não encontrado"
22_20.12.2019.1-R33,DODF 242 20-12-2019 INTEGRA.pdf,invalidado,Valor (4712) E Processo (0039000000029201864) não encontrados no PDF
22_20.12.2019.1-R34,DODF 242 20-12-2019 INTEGRA.pdf,invalidado,"Valor OK (4282), mas N° Processo (0039000003255201805) não encontrado"
22_20.12.2019.1-R35,DODF 242 20-12-2019 INTEGRA.pdf,invalidado,Valor (3032) E Processo (04290000912017) não encontrados no PDF
22_20.12.2019.1-R36,DODF 242 20-12-2019 INTEGRA.pdf,invalidado,Valor (4204) E Processo (04290000302017) não encontrados no PDF
22_20.12.2019.1-R37,DODF 242 20-12-2019 INTEGRA.pdf,invalidado,Valor (2689) E Processo (04290005262016) não encontrados no PDF
22_20.12.2019.1-R38,DODF 242 20-12-2019 INTEGRA.pdf,invalidado,Valor (2536) E Processo (04290000852017) não encontrados no PDF
22_20.12.2019.1-R39,DODF 242 20-12-2019 INTEGRA.pdf,invalidado,"Valor OK (3313), mas N° Processo (04290001622017) não encontrado"
235_129.10.7.2018-R38,DODF 129 10-07-2018 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
235_129.10.7.2018-R39,DODF 129 10-07-2018 INTEGRA.pdf,invalidado,Valor (6989472) E Processo (0970000542018) não encontrados no PDF
235_129.10.7.2018-R40,DODF 129 10-07-2018 INTEGRA.pdf,invalidado,Valor (2137920) E Processo (00970000872018) não encontrados no PDF
235_129.10.7.2018-R41,DODF 129 10-07-2018 INTEGRA.pdf,invalidado,Valor (75294000) E Processo (0011300011184201811) não encontrados no PDF
235_129.10.7.2018-R42,DODF 129 10-07-2018 INTEGRA.pdf,invalidado,Valor (6903793) E Processo (0011300005419201817) não encontrados no PDF
235_129.10.7.2018-R43,DODF 129 10-07-2018 INTEGRA.pdf,invalidado,Valor (15040000) E Processo (0008000059187201805) não encontrados no PDF
235_129.10.7.2018-R44,DODF 129 10-07-2018 INTEGRA.pdf,invalidado,Valor (17275720) E Processo (0008000059321201860) não encontrados no PDF
235_129.10.7.2018-R45,DODF 129 10-07-2018 INTEGRA.pdf,invalidado,Valor (1393400) E Processo (0008000059348201852) não encontrados no PDF
235_129.10.7.2018-R46,DODF 129 10-07-2018 INTEGRA.pdf,invalidado,Valor (11174700) E Processo (0019300000565201878) não encontrados no PDF
235_129.10.7.2018-R47,DODF 129 10-07-2018 INTEGRA.pdf,invalidado,Valor (4366500) E Processo (0019300000569201856) não encontrados no PDF
235_129.10.7.2018-R48,DODF 129 10-07-2018 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
235_129.10.7.2018-R49,DODF 129 10-07-2018 INTEGRA.pdf,invalidado,Valor (41335944) E Processo (0039200004042201836) não encontrados no PDF
235_129.10.7.2018-R50,DODF 129 10-07-2018 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
235_129.10.7.2018-R51,DODF 129 10-07-2018 INTEGRA.pdf,invalidado,Valor (1471111) E Processo (0013400001439201826) não encontrados no PDF
24_24.12.2019-R17,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (3820100) E Processo (0048000005681201947) não encontrados no PDF
24_24.12.2019-R18,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (1600000) E Processo (0410010542019) não encontrados no PDF
24_24.12.2019-R20,DODF 244 24-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
24_24.12.2019-R21,DODF 244 24-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
24_24.12.2019-R22,DODF 244 24-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
24_24.12.2019-R23,DODF 244 24-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
24_24.12.2019-R24,DODF 244 24-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
24_24.12.2019-R25,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (87143774) E Processo (0006400004004201959) não encontrados no PDF
24_24.12.2019-R26,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (1800000) E Processo (0011100000455201931) não encontrados no PDF
24_24.12.2019-R27,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (4050000) E Processo (0005300068792201977) não encontrados no PDF
24_24.12.2019-R28,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (23947570) E Processo (0005300087723201962) não encontrados no PDF
24_24.12.2019-R29,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,"Valor OK (100), mas N° Processo (0005300016171201916) não encontrado"
24_24.12.2019-R34,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (2500000) E Processo (0005300084037201859) não encontrados no PDF
24_24.12.2019-R36,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (46837854) E Processo (0011200016896201927) não encontrados no PDF
24_24.12.2019-R38,DODF 244 24-12-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
24_24.12.2019-R39,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (33208590) E Processo (0039200011597201915) não encontrados no PDF
24_24.12.2019-R40,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (33208590) E Processo (0039200011599201912) não encontrados no PDF
24_24.12.2019-R41,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (33208590) E Processo (0039200011601201945) não encontrados no PDF
24_24.12.2019-R42,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (33208590) E Processo (0039200011603201934) não encontrados no PDF
24_24.12.2019-R43,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (33208590) E Processo (0039200011600201909) não encontrados no PDF
24_24.12.2019-R44,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (33208590) E Processo (0039200011598201960) não encontrados no PDF
24_24.12.2019-R45,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (33208590) E Processo (0039200011604201909) não encontrados no PDF
24_24.12.2019-R46,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (7691600) E Processo (0043100004545201815) não encontrados no PDF
24_24.12.2019-R47,DODF 244 24-12-2019 INTEGRA.pdf,invalidado,Valor (299520000) E Processo (0043100009237201959) não encontrados no PDF
24_29.1.2019-R10,DODF 020 29-01-2019 INTEGRA.pdf,invalidado,Valor (38142000) E Processo (0520019762016) não encontrados no PDF
24_29.1.2019-R11,DODF 020 29-01-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
251_108.8.6.2018-R16,DODF 108 08-06-2018 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
251_108.8.6.2018-R17,DODF 108 08-06-2018 INTEGRA.pdf,invalidado,Valor (1740200) E Processo (3100005402018) não encontrados no PDF
251_108.8.6.2018-R19,DODF 108 08-06-2018 INTEGRA.pdf,invalidado,Valor (201000000) E Processo (1120005192017) não encontrados no PDF
25_27.12.2018-R12,DODF 245 27-12-2018 INTEGRA.pdf,invalidado,Valor (11710000) E Processo (1130294032017) não encontrados no PDF
25_27.12.2018-R13,DODF 245 27-12-2018 INTEGRA.pdf,invalidado,Valor (413939) E Processo (1130294032017) não encontrados no PDF
25_27.12.2018-R14,DODF 245 27-12-2018 INTEGRA.pdf,invalidado,Valor (395263200) E Processo (03700004692016) não encontrados no PDF
25_27.12.2018-R15,DODF 245 27-12-2018 INTEGRA.pdf,invalidado,Valor (4809177059) E Processo (03700004622016) não encontrados no PDF
25_27.12.2018-R16,DODF 245 27-12-2018 INTEGRA.pdf,invalidado,Valor (11000000) E Processo (000520017249201859) não encontrados no PDF
25_27.12.2018-R18,DODF 245 27-12-2018 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
2_19.6.2019-R1,DODF 115 19-06-2019 INTEGRA.pdf,invalidado,Valor (960111852) E Processo (0012100001029201988) não encontrados no PDF
2_19.6.2019-R2,DODF 115 19-06-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
2_19.6.2019-R3,DODF 115 19-06-2019 INTEGRA.pdf,invalidado,Valor (1500000) E Processo (0019700001742201910) não encontrados no PDF
2_25.2.2019-R1,DODF 039 25-02-2019 INTEGRA.pdf,invalidado,Valor (499031784) E Processo (0011300037131201811) não encontrados no PDF
2_25.2.2019-R13,DODF 039 25-02-2019 INTEGRA.pdf,invalidado,Valor (414480000) E Processo (0005300067853201806) não encontrados no PDF
2_25.2.2019-R2,DODF 039 25-02-2019 INTEGRA.pdf,invalidado,Valor (599820) E Processo (01130096072014) não encontrados no PDF
2_25.2.2019-R3,DODF 039 25-02-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
3_29.3.2019-R1,DODF 060 29-03-2019 INTEGRA.pdf,invalidado,Valor (16164500) E Processo (01130294012017) não encontrados no PDF
3_29.3.2019-R2,DODF 060 29-03-2019 INTEGRA.pdf,invalidado,Valor (800000) E Processo (0007000016453201834) não encontrados no PDF
3_29.3.2019-R3,DODF 060 29-03-2019 INTEGRA.pdf,invalidado,Valor (36500) E Processo (01310005292010) não encontrados no PDF
3_29.3.2019-R4,DODF 060 29-03-2019 INTEGRA.pdf,invalidado,Valor (1863000) E Processo (0039200002883201990) não encontrados no PDF
3_29.3.2019-R5,DODF 060 29-03-2019 INTEGRA.pdf,invalidado,Valor (68788) E Processo (0039200003168201974) não encontrados no PDF
3_4.7.2019-R1,DODF 124 04-07-2019 INTEGRA.pdf,invalidado,Valor (113066866) E Processo (001500015304201911) não encontrados no PDF
3_4.7.2019-R2,DODF 124 04-07-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
3_4.7.2019-R3,DODF 124 04-07-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
4_12.7.2019-R1,DODF 130 12-07-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
4_12.7.2019-R2,DODF 130 12-07-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
4_12.7.2019-R3,DODF 130 12-07-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
4_15.4.2019-R1,DODF 071 15-04-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
4_15.4.2019-R2,DODF 071 15-04-2019 INTEGRA.pdf,invalidado,Valor (2927500) E Processo (0011300022861201818) não encontrados no PDF
5_16.7.2019-R1,DODF 132 16-07-2019 INTEGRA.pdf,invalidado,Valor (52000000) E Processo (0011300007769201917) não encontrados no PDF
5_16.7.2019-R2,DODF 132 16-07-2019 INTEGRA.pdf,invalidado,Valor (8099000) E Processo (0011300010276201956) não encontrados no PDF
5_16.7.2019-R3,DODF 132 16-07-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
5_16.7.2019-R4,DODF 132 16-07-2019 INTEGRA.pdf,invalidado,Valor (4060000) E Processo (0019600000597201970) não encontrados no PDF
5_16.7.2019-R5,DODF 132 16-07-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
5_16.7.2019-R6,DODF 132 16-07-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
5_16.7.2019-R7,DODF 132 16-07-2019 INTEGRA.pdf,invalidado,Valor (29000000) E Processo (0011100000935201901) não encontrados no PDF
5_21.5.2019-R1,DODF 094 21-05-2019 INTEGRA.pdf,invalidado,Valor (25219500) E Processo (0005000015930201908) não encontrados no PDF
5_21.5.2019-R13,DODF 094 21-05-2019 INTEGRA.pdf,invalidado,Valor (9000000) E Processo (03920029602017) não encontrados no PDF
5_21.5.2019-R14,DODF 094 21-05-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
5_21.5.2019-R15,DODF 094 21-05-2019 INTEGRA.pdf,invalidado,Valor (7100000) E Processo (0011200020516201878) não encontrados no PDF
5_21.5.2019-R16,DODF 094 21-05-2019 INTEGRA.pdf,invalidado,Valor (3899700) E Processo (0011200020516201878) não encontrados no PDF
5_21.5.2019-R3,DODF 094 21-05-2019 INTEGRA.pdf,invalidado,Valor (27225000) E Processo (0005000021042201916) não encontrados no PDF
5_21.5.2019-R38,DODF 094 21-05-2019 INTEGRA.pdf,invalidado,Valor (500625000) E Processo (0011200029058201832) não encontrados no PDF
5_21.5.2019-R39,DODF 094 21-05-2019 INTEGRA.pdf,invalidado,Valor (51302524) E Processo (1120006532018) não encontrados no PDF
5_21.5.2019-R48,DODF 094 21-05-2019 INTEGRA.pdf,invalidado,Valor (25445419) E Processo (0920036242018) não encontrados no PDF
5_21.5.2019-R49,DODF 094 21-05-2019 INTEGRA.pdf,invalidado,Valor (2177340646) E Processo (0920035322018) não encontrados no PDF
5_21.5.2019-R50,DODF 094 21-05-2019 INTEGRA.pdf,invalidado,Valor (8157894) E Processo (0920036092018) não encontrados no PDF
5_21.5.2019-R51,DODF 094 21-05-2019 INTEGRA.pdf,invalidado,Valor (2719298) E Processo (0920036092018) não encontrados no PDF
5_21.5.2019-R52,DODF 094 21-05-2019 INTEGRA.pdf,invalidado,Valor (35800000) E Processo (0920036092018) não encontrados no PDF
5_21.5.2019-R53,DODF 094 21-05-2019 INTEGRA.pdf,invalidado,Valor (56747300) E Processo (0920087422017) não encontrados no PDF
624-R101,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,Valor (237444991) E Processo (0011000002198202034) não encontrados no PDF
624-R104,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,"Valor OK (100), mas N° Processo (0005300065864202068) não encontrado"
624-R105,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,"Valor OK (100), mas N° Processo (0005300106925202054) não encontrado"
624-R106,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,"Valor OK (100), mas N° Processo (0005300065628202122) não encontrado"
624-R107,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,"Valor OK (100), mas N° Processo (0005300064900202157) não encontrado"
624-R108,DODF 207 30-10-2019 INTEGRA.pdf,invalidado,Valor (180000000) E Processo (0004000041629202012) não encontrados no PDF
624-R112,DODF 236 20-12-2021 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
624-R113,DODF 236 20-12-2021 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
624-R114,DODF 195 11-10-2019 INTEGRA.pdf,invalidado_extrato_ruim,Não foi possível extrair N° do Processo do extrato
624-R116,DODF 110 15-06-2021 INTEGRA.pdf,invalidado,Valor (8377) E Processo (040010000000445202182) não encontrados no PDF
624-R123,DODF 232 14-12-2021 INTEGRA.pdf,invalidado,Valor (108000000) E Processo (0002000032381202073) não encontrados no PDF
624-R126,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,"Valor OK (1000000), mas N° Processo (040010000000874202150) não encontrado"
624-R129,DODF 236 20-12-2021 INTEGRA.pdf,invalidado,Valor (18000000) E Processo (0005300084410202177) não encontrados no PDF
624-R145,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,Valor (3599881) E Processo (0040000017547202100) não encontrados no PDF
624-R146,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,Valor (499990) E Processo (0040000017547202100) não encontrados no PDF
624-R147,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,Valor (728000) E Processo (04170005072017) não encontrados no PDF
624-R148,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,Valor (282778) E Processo (04170005072017) não encontrados no PDF
624-R149,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,Valor (432888) E Processo (04170005072017) não encontrados no PDF
624-R150,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,Valor (194410) E Processo (04170005072017) não encontrados no PDF
624-R151,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,Valor (432888) E Processo (04170005072017) não encontrados no PDF
624-R152,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,Valor (316155) E Processo (04170005072017) não encontrados no PDF
624-R153,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,Valor (1288199) E Processo (04170005072017) não encontrados no PDF
624-R154,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,Valor (181546) E Processo (04170005072017) não encontrados no PDF
624-R157,DODF 215 18-11-2021 INTEGRA.pdf,invalidado,Valor (9215000) E Processo (0005000008192202159) não encontrados no PDF
